branch,head,coupling_layer,target_coord,mean_entropy
scale,2,0,21,0.012310869060456753
scale,2,0,22,0.016657622531056404
scale,2,0,27,0.014719387516379356
scale,2,0,29,0.009310159832239151
scale,2,0,30,0.0045144204050302505
scale,2,0,35,0.08256856352090836
scale,2,0,36,1.2730683088302612
scale,2,0,37,0.5909700989723206
scale,2,0,39,0.758564293384552
scale,2,0,41,0.4186570346355438
scale,2,0,42,1.4048376083374023
scale,2,0,45,0.1728963553905487
scale,2,0,47,0.4583964943885803
scale,2,1,0,1.8156617879867554
scale,2,1,1,0.5642579197883606
scale,2,1,2,0.7366848587989807
scale,2,1,3,0.8174866437911987
scale,2,1,5,0.8363122940063477
scale,2,1,6,0.8751142621040344
scale,2,1,7,0.46361756324768066
scale,2,1,11,1.0949150323867798
scale,2,1,13,0.2963709235191345
scale,2,1,18,0.7742010354995728
scale,2,1,23,0.8290160298347473
scale,2,1,24,0.5674034357070923
scale,2,1,25,0.7485687136650085
scale,2,1,26,0.6475527286529541
scale,2,1,28,1.410369634628296
scale,2,1,31,0.9392958283424377
scale,2,1,32,0.2512889504432678
scale,2,1,33,0.5416081547737122
scale,2,1,34,0.7989380955696106
scale,2,1,38,0.1158113107085228
scale,2,1,40,0.4270162582397461
scale,2,1,43,2.1877763271331787
scale,2,1,44,2.4961962699890137
scale,2,1,46,2.548197031021118
scale,2,2,0,1.3400150537490845
scale,2,2,1,0.7230660319328308
scale,2,2,5,0.14833521842956543
scale,2,2,6,0.19071398675441742
scale,2,2,7,0.5376827120780945
scale,2,2,8,0.08850798010826111
scale,2,2,9,0.5604501962661743
scale,2,2,13,1.5300978422164917
scale,2,2,14,0.03169560804963112
scale,2,2,17,0.12848645448684692
scale,2,2,19,2.3870015144348145
scale,2,2,21,0.031464867293834686
scale,2,2,22,0.0014780645724385977
scale,2,2,23,0.01797299273312092
scale,2,2,27,0.5789159536361694
scale,2,2,31,1.6230489015579224
scale,2,2,33,0.8249270915985107
scale,2,2,34,0.037550605833530426
scale,2,2,35,0.2915835380554199
scale,2,2,36,1.2903298139572144
scale,2,2,38,0.4409947097301483
scale,2,2,41,1.250439167022705
scale,2,2,42,1.3111425638198853
scale,2,2,45,1.2958786487579346
scale,2,3,2,2.2258355617523193
scale,2,3,3,2.7862536907196045
scale,2,3,4,1.1683986186981201
scale,2,3,10,0.7134000062942505
scale,2,3,11,0.10119558125734329
scale,2,3,12,0.644080638885498
scale,2,3,15,1.0605173110961914
scale,2,3,16,0.9624451994895935
scale,2,3,18,0.7764350175857544
scale,2,3,20,2.1915199756622314
scale,2,3,24,2.219431161880493
scale,2,3,25,0.24551507830619812
scale,2,3,26,1.0110599994659424
scale,2,3,28,0.18405380845069885
scale,2,3,29,0.17305707931518555
scale,2,3,30,0.19595439732074738
scale,2,3,32,0.39563366770744324
scale,2,3,37,2.8653597831726074
scale,2,3,39,2.741074800491333
scale,2,3,40,0.16613779962062836
scale,2,3,43,1.1765868663787842
scale,2,3,44,0.37954065203666687
scale,2,3,46,1.3452409505844116
scale,2,3,47,1.0098998546600342
scale,2,4,0,0.7395825982093811
scale,2,4,2,0.8462529182434082
scale,2,4,3,0.9093952178955078
scale,2,4,7,0.6028986573219299
scale,2,4,8,0.9580721855163574
scale,2,4,11,0.6583940982818604
scale,2,4,13,2.5870814323425293
scale,2,4,14,2.1239826679229736
scale,2,4,16,2.2822909355163574
scale,2,4,17,2.0970637798309326
scale,2,4,19,0.49939119815826416
scale,2,4,20,0.5392122864723206
scale,2,4,22,1.6602710485458374
scale,2,4,26,0.38588783144950867
scale,2,4,27,0.9742186665534973
scale,2,4,29,1.032346487045288
scale,2,4,32,0.8793027400970459
scale,2,4,33,2.446706533432007
scale,2,4,37,1.6951277256011963
scale,2,4,38,2.4133002758026123
scale,2,4,39,2.7689108848571777
scale,2,4,41,1.0161703824996948
scale,2,4,44,0.8205280900001526
scale,2,4,45,1.030053973197937
scale,2,5,1,1.9452450275421143
scale,2,5,4,0.5650056004524231
scale,2,5,5,2.2882983684539795
scale,2,5,6,1.2066650390625
scale,2,5,9,1.6335431337356567
scale,2,5,10,0.7066442370414734
scale,2,5,12,1.2038793563842773
scale,2,5,15,1.511772871017456
scale,2,5,18,1.9710161685943604
scale,2,5,21,1.563046932220459
scale,2,5,23,1.413943886756897
scale,2,5,24,1.3837488889694214
scale,2,5,25,2.571615219116211
scale,2,5,28,2.4475550651550293
scale,2,5,30,1.3490791320800781
scale,2,5,31,0.7998158931732178
scale,2,5,34,0.7025349140167236
scale,2,5,35,2.1467044353485107
scale,2,5,36,1.4310884475708008
scale,2,5,40,1.643064260482788
scale,2,5,42,2.1581084728240967
scale,2,5,43,0.5378285050392151
scale,2,5,46,2.106041431427002
scale,2,5,47,2.2361538410186768
scale,2,6,1,1.971173882484436
scale,2,6,2,1.8979084491729736
scale,2,6,6,2.1860997676849365
scale,2,6,7,0.9651508927345276
scale,2,6,8,1.73822021484375
scale,2,6,10,0.28991758823394775
scale,2,6,13,2.3185715675354004
scale,2,6,15,0.988175630569458
scale,2,6,18,1.6115761995315552
scale,2,6,19,2.1163976192474365
scale,2,6,23,0.8143791556358337
scale,2,6,24,1.0526682138442993
scale,2,6,26,0.7114842534065247
scale,2,6,28,0.9332855343818665
scale,2,6,29,1.4900869131088257
scale,2,6,31,2.4303107261657715
scale,2,6,32,0.9061726331710815
scale,2,6,36,2.1713669300079346
scale,2,6,37,2.0966527462005615
scale,2,6,38,1.616174578666687
