branch,head,coupling_layer,target_coord,mean_entropy
scale,2,5,46,2.2932932376861572
scale,2,5,47,2.1913352012634277
scale,2,6,1,1.7688847780227661
scale,2,6,2,1.7406479120254517
scale,2,6,6,1.8463488817214966
scale,2,6,7,0.6300930976867676
scale,2,6,8,0.447294682264328
scale,2,6,10,0.18655531108379364
scale,2,6,13,1.3483593463897705
scale,2,6,15,1.3182417154312134
scale,2,6,18,1.510696291923523
scale,2,6,19,1.1112427711486816
scale,2,6,23,1.0261999368667603
scale,2,6,24,1.8854098320007324
scale,2,6,26,0.4202776253223419
scale,2,6,28,1.7305141687393188
scale,2,6,29,1.6092458963394165
scale,2,6,31,2.3430418968200684
scale,2,6,32,0.9725337624549866
scale,2,6,36,1.3996143341064453
scale,2,6,37,0.5122715830802917
scale,2,6,38,0.49022600054740906
scale,2,6,42,0.8079506158828735
scale,2,6,43,0.8037756085395813
scale,2,6,45,1.2075324058532715
scale,2,6,47,0.15856169164180756
scale,2,7,0,0.9844151735305786
scale,2,7,3,2.0335676670074463
scale,2,7,4,2.5544121265411377
scale,2,7,5,1.6077805757522583
scale,2,7,9,0.6317518353462219
scale,2,7,11,1.5395162105560303
scale,2,7,12,1.9315649271011353
scale,2,7,14,1.3411625623703003
scale,2,7,16,2.3511264324188232
scale,2,7,17,0.6872707605361938
scale,2,7,20,1.3430089950561523
scale,2,7,21,1.3298243284225464
scale,2,7,22,0.9665191173553467
scale,2,7,25,2.76550030708313
scale,2,7,27,1.26711106300354
scale,2,7,30,2.443063735961914
scale,2,7,33,0.5849426984786987
scale,2,7,34,1.059380292892456
scale,2,7,35,1.0333548784255981
scale,2,7,39,1.03775155544281
scale,2,7,40,1.05043625831604
scale,2,7,41,0.4779747724533081
scale,2,7,44,1.3847477436065674
scale,2,7,46,0.6489630341529846
