environment,method,runtime_s,source
n > p,ResCond,501.85302448272705,data2\n1000p100\n1000p100_rat_k16_output\rescond\simple\seed_414\final_summary.json
n > p,ResCond,4940.161441087723,data2\n1000p100\n1000p100_rat_k16_output\rescond\simple\seed_415\final_summary.json
n > p,ResCond,5172.789139986038,data2\n1000p100\n1000p100_rat_k16_output\rescond\simple\seed_416\final_summary.json
n > p,ResCond,6626.227257490158,data2\n1000p100\n1000p100_rat_k16_output\rescond\simple\seed_417\final_summary.json
n > p,ResCond,494.3285849094391,data2\n1000p100\n1000p100_rat_k16_output\rescond\simple\seed_418\final_summary.json
n > p,ResCond,511.26773500442505,data2\n1000p100\n1000p100_rat_k16_output\rescond\simple\seed_419\final_summary.json
n > p,ResCond,562.8754754066467,data2\n1000p100\n1000p100_rat_k16_output\rescond\simple\seed_420\final_summary.json
n > p,ResCond,623.2314245700836,data2\n1000p100\n1000p100_rat_k16_output\rescond\simple\seed_421\final_summary.json
n > p,ResCond,610.6636619567871,data2\n1000p100\n1000p100_rat_k16_output\rescond\simple\seed_422\final_summary.json
n > p,ResCond,427.1663703918457,data2\n1000p100\n1000p100_rat_k16_output\rescond\simple\seed_423\final_summary.json
n > p,ResCond,546.2792770862579,data2\n1000p100\n1000p100_rat_k16_output\rescond\simple\seed_424\final_summary.json
n > p,ResCond,460.9299912452698,data2\n1000p100\n1000p100_rat_k16_output\rescond\simple\seed_425\final_summary.json
n > p,ResCond,466.2977285385132,data2\n1000p100\n1000p100_rat_k16_output\rescond\simple\seed_426\final_summary.json
n > p,ResCond,483.8197588920593,data2\n1000p100\n1000p100_rat_k16_output\rescond\simple\seed_427\final_summary.json
n > p,ResCond,506.451203584671,data2\n1000p100\n1000p100_rat_k16_output\rescond\simple\seed_428\final_summary.json
n > p,ResCond,486.091787815094,data2\n1000p100\n1000p100_rat_k16_output\rescond\simple\seed_429\final_summary.json
n > p,ResCond,460.89418506622314,data2\n1000p100\n1000p100_rat_k16_output\rescond\simple\seed_430\final_summary.json
n > p,ResCond,454.3305115699768,data2\n1000p100\n1000p100_rat_k16_output\rescond\simple\seed_431\final_summary.json
n > p,ResCond,460.3631410598755,data2\n1000p100\n1000p100_rat_k16_output\rescond\simple\seed_432\final_summary.json
n > p,ResCond,484.772629737854,data2\n1000p100\n1000p100_rat_k16_output\rescond\simple\seed_433\final_summary.json
n > p,ResCond,618.1319124698639,data2\n1000p100\n1000p100_rat_k16_output\rescond\simple\seed_434\final_summary.json
n > p,ResCond,558.8319339752197,data2\n1000p100\n1000p100_rat_k16_output\rescond\simple\seed_435\final_summary.json
n > p,ResCond,477.97167348861694,data2\n1000p100\n1000p100_rat_k16_output\rescond\simple\seed_436\final_summary.json
n > p,ResCond,500.9106140136719,data2\n1000p100\n1000p100_rat_k16_output\rescond\simple\seed_437\final_summary.json
n > p,ResCond,461.9308731555939,data2\n1000p100\n1000p100_rat_k16_output\rescond\simple\seed_438\final_summary.json
n > p,ResCond,431.172447681427,data2\n1000p100\n1000p100_rat_k16_output\rescond\simple\seed_439\final_summary.json
n > p,ResCond,504.9399676322937,data2\n1000p100\n1000p100_rat_k16_output\rescond\simple\seed_440\final_summary.json
n > p,ResCond,429.23382902145386,data2\n1000p100\n1000p100_rat_k16_output\rescond\simple\seed_441\final_summary.json
n > p,ResCond,489.93889451026917,data2\n1000p100\n1000p100_rat_k16_output\rescond\simple\seed_442\final_summary.json
n > p,ResCond,426.4774098396301,data2\n1000p100\n1000p100_rat_k16_output\rescond\simple\seed_443\final_summary.json
n > p,ResCond,477.0369882583618,data2\n1000p100\n1000p100_rat_k16_output\rescond\simple\seed_444\final_summary.json
n > p,ResCond,532.8000848293304,data2\n1000p100\n1000p100_rat_k16_output\rescond\simple\seed_445\final_summary.json
n > p,ResCond,524.7516465187073,data2\n1000p100\n1000p100_rat_k16_output\rescond\simple\seed_446\final_summary.json
n > p,ResCond,466.97614216804504,data2\n1000p100\n1000p100_rat_k16_output\rescond\simple\seed_447\final_summary.json
n > p,ResCond,501.7405514717102,data2\n1000p100\n1000p100_rat_k16_output\rescond\simple\seed_448\final_summary.json
n > p,ResCond,473.1817784309387,data2\n1000p100\n1000p100_rat_k16_output\rescond\simple\seed_449\final_summary.json
n > p,ResCond,448.2122919559479,data2\n1000p100\n1000p100_rat_k16_output\rescond\simple\seed_450\final_summary.json
n > p,ResCond,505.21657252311707,data2\n1000p100\n1000p100_rat_k16_output\rescond\simple\seed_451\final_summary.json
n > p,ResCond,444.8848674297333,data2\n1000p100\n1000p100_rat_k16_output\rescond\simple\seed_452\final_summary.json
n > p,ResCond,434.7787413597107,data2\n1000p100\n1000p100_rat_k16_output\rescond\simple\seed_453\final_summary.json
n > p,ResCond,996.8093752861023,data2\n1000p100\n1000p100_rat_k16_output\rescond\simple\seed_454\final_summary.json
n > p,ResCond,448.66917419433594,data2\n1000p100\n1000p100_rat_k16_output\rescond\simple\seed_455\final_summary.json
n > p,ResCond,411.0907738208771,data2\n1000p100\n1000p100_rat_k16_output\rescond\simple\seed_456\final_summary.json
n > p,ResCond,512.2744693756104,data2\n1000p100\n1000p100_rat_k16_output\rescond\simple\seed_457\final_summary.json
n > p,ResCond,484.68838596343994,data2\n1000p100\n1000p100_rat_k16_output\rescond\simple\seed_458\final_summary.json
n > p,ResCond,481.8232970237732,data2\n1000p100\n1000p100_rat_k16_output\rescond\simple\seed_459\final_summary.json
n > p,ResCond,505.35756516456604,data2\n1000p100\n1000p100_rat_k16_output\rescond\simple\seed_460\final_summary.json
n > p,ResCond,1677.2416064739227,data2\n1000p100\n1000p100_rat_k16_output\rescond\simple\seed_461\final_summary.json
n > p,ResCond,464.00689935684204,data2\n1000p100\n1000p100_rat_k16_output\rescond\simple\seed_462\final_summary.json
n > p,ResCond,445.6863489151001,data2\n1000p100\n1000p100_rat_k16_output\rescond\simple\seed_463\final_summary.json
n > p,ResCond,912.5469136238098,data2\n1000p100\n1000p100_rat_k16_output\rescond\simple\seed_464\final_summary.json
n > p,ResCond,551.423063993454,data2\n1000p100\n1000p100_rat_k16_output\rescond\simple\seed_465\final_summary.json
n > p,ResCond,460.19965648651123,data2\n1000p100\n1000p100_rat_k16_output\rescond\simple\seed_466\final_summary.json
n > p,ResCond,447.73136043548584,data2\n1000p100\n1000p100_rat_k16_output\rescond\simple\seed_467\final_summary.json
n > p,ResCond,1873.6350526809692,data2\n1000p100\n1000p100_rat_k16_output\rescond\simple\seed_468\final_summary.json
n > p,ResCond,466.94441866874695,data2\n1000p100\n1000p100_rat_k16_output\rescond\simple\seed_469\final_summary.json
n > p,ResCond,6328.121482133865,data2\n1000p100\n1000p100_rat_k16_output\rescond\simple\seed_470\final_summary.json
n > p,ResCond,623.2384915351868,data2\n1000p100\n1000p100_rat_k16_output\rescond\simple\seed_471\final_summary.json
n > p,ResCond,573.7262799739838,data2\n1000p100\n1000p100_rat_k16_output\rescond\simple\seed_472\final_summary.json
n > p,ResCond,563.2318193912506,data2\n1000p100\n1000p100_rat_k16_output\rescond\simple\seed_473\final_summary.json
n > p,ResCond,526.3383374214172,data2\n1000p100\n1000p100_rat_k16_output\rescond\simple\seed_474\final_summary.json
n > p,ResCond,525.4018876552582,data2\n1000p100\n1000p100_rat_k16_output\rescond\simple\seed_475\final_summary.json
n > p,ResCond,663.4254443645477,data2\n1000p100\n1000p100_rat_k16_output\rescond\simple\seed_476\final_summary.json
n > p,ResCond,539.0444474220276,data2\n1000p100\n1000p100_rat_k16_output\rescond\simple\seed_477\final_summary.json
n > p,ResCond,502.55572152137756,data2\n1000p100\n1000p100_rat_k16_output\rescond\simple\seed_478\final_summary.json
n > p,ResCond,485.1930491924286,data2\n1000p100\n1000p100_rat_k16_output\rescond\simple\seed_479\final_summary.json
n > p,ResCond,416.4483993053436,data2\n1000p100\n1000p100_rat_k16_output\rescond\simple\seed_480\final_summary.json
n > p,ResCond,503.27396988868713,data2\n1000p100\n1000p100_rat_k16_output\rescond\simple\seed_481\final_summary.json
